0.2942321300506592, 0.0
0.7165207862854004, 2.0
0.9965238571166992, 3.0
1.2491505146026611, 3.0
1.4399614334106445, 5.0
1.5933690071105957, 6.0
1.7542312145233154, 6.0
1.907952070236206, 6.0
2.079371929168701, 5.0
2.2550296783447266, 5.0
2.424501895904541, 5.0
2.603580951690674, 5.0
2.7708070278167725, 5.0
2.948007106781006, 5.0
3.117180585861206, 5.0
3.298434257507324, 5.0
3.466578722000122, 5.0
3.6457767486572266, 5.0
3.8128278255462646, 5.0
3.9907944202423096, 5.0
4.165642261505127, 5.0
4.350746393203735, 5.0
4.519440650939941, 5.0
4.691377878189087, 5.0
4.856859922409058, 6.0
5.019395589828491, 6.0
5.197961330413818, 5.0
5.36566686630249, 5.0
5.519108295440674, 6.0
5.680209159851074, 6.0
5.834517478942871, 6.0
5.9967310428619385, 6.0
6.147464036941528, 6.0
6.305900573730469, 6.0
6.4568116664886475, 6.0
6.61683201789856, 6.0
6.768625259399414, 6.0
6.929653644561768, 6.0
7.084633827209473, 6.0
7.246792554855347, 6.0
7.397057771682739, 6.0
7.557652711868286, 6.0
7.708692312240601, 6.0
7.870282411575317, 6.0
8.024749517440796, 6.0
8.188425302505493, 6.0
8.34233808517456, 6.0
8.509451866149902, 5.0
8.661040544509888, 6.0
8.82149076461792, 6.0
8.981943130493164, 6.0
9.159119844436646, 5.0
9.314183712005615, 6.0
9.474864482879639, 6.0
9.63495397567749, 6.0
9.803020000457764, 5.0
9.959553956985474, 6.0
10.123281955718994, 6.0
10.286056280136108, 6.0
10.454222917556763, 5.0
10.610069274902344, 6.0
10.770577669143677, 6.0
10.933645009994507, 6.0
11.110023736953735, 5.0
11.273027181625366, 6.0
11.438690900802612, 6.0
11.600085735321045, 6.0
11.768715620040894, 5.0
11.929632186889648, 6.0
12.106470823287964, 5.0
12.263510942459106, 6.0
12.433438539505005, 5.0
12.595367908477783, 6.0
12.768475532531738, 5.0
12.946138143539429, 5.0
13.112000226974487, 6.0
13.29173469543457, 5.0
13.462929248809814, 5.0
13.63970947265625, 5.0
